Drzava,Ime,Simbol,Trenutna_cena,Dnevna_sprem.,Dobiček,Volumen_delnice,Link_za_več
Croatia,"INA-Industrija nafte, d.d.",INA,490.0,-,32.90B,40.38B,https://stockanalysis.com/quote/zse/INA/
Croatia,Hrvatski Telekom d.d.,HT,40.6,0.25%,9.31B,25.43B,https://stockanalysis.com/quote/zse/HT/
Croatia,Koncar - distributivni i specijalni transformatori d.d.,KODT,3650.0,0.83%,4.15B,15.17B,https://stockanalysis.com/quote/zse/KODT/
Croatia,Adris grupa d. d.,ADRS,120.0,0.84%,9.30B,13.56B,https://stockanalysis.com/quote/zse/ADRS/
Croatia,KONCAR - Elektroindustrija d.d.,KOEI,572.0,0.35%,8.78B,11.93B,https://stockanalysis.com/quote/zse/KOEI/
Croatia,Ðuro Ðakovic Grupa d.d.,DDJH,50.0,10.13%,1.11B,11.59B,https://stockanalysis.com/quote/zse/DDJH/
Croatia,Podravka d.d.,PODR,146.0,1.04%,7.21B,8.43B,https://stockanalysis.com/quote/zse/PODR/
Croatia,Croatia osiguranje d.d.,CROS,2380.0,-,5.59B,8.26B,https://stockanalysis.com/quote/zse/CROS/
Croatia,Jadranski naftovod d.d.,JNAF,825.0,-,1.07B,6.85B,https://stockanalysis.com/quote/zse/JNAF/
Croatia,Valamar Riviera d.d.,RIVP,6.38,-,3.61B,6.43B,https://stockanalysis.com/quote/zse/RIVP/
Croatia,Plava laguna d.d.,PLAG,324.0,-1.22%,1.82B,5.88B,https://stockanalysis.com/quote/zse/PLAG/
Croatia,Atlantic Grupa d.d.,ATGR,44.0,-1.79%,9.48B,4.78B,https://stockanalysis.com/quote/zse/ATGR/
Croatia,Hrvatska postanska banka d.d.,HPB,270.0,-,1.71B,4.48B,https://stockanalysis.com/quote/zse/HPB/
Croatia,Dalekovod d.d.,DLKV,7.3,1.39%,1.62B,2.47B,https://stockanalysis.com/quote/zse/DLKV/
Croatia,BOSQAR d.d.,BSQR,222.0,-3.48%,3.05B,2.13B,https://stockanalysis.com/quote/zse/BSQR/
Croatia,Ericsson Nikola Tesla d.d.,ERNT,179.0,1.71%,2.08B,1.94B,https://stockanalysis.com/quote/zse/ERNT/
Croatia,Luka Rijeka d.d.,LKRI,16.5,-,217.12M,1.82B,https://stockanalysis.com/quote/zse/LKRI/
Croatia,ING-GRAD d.d.,IG,53.8,-0.37%,1.15B,1.74B,https://stockanalysis.com/quote/zse/IG/
Croatia,Arena Hospitality Group d.d.,ARNT,39.8,-,1.20B,1.62B,https://stockanalysis.com/quote/zse/ARNT/
Czech Republic,Shell plc,SHELL,764.2,-0.09%,"5,724.85B","4,524.21B",https://stockanalysis.com/quote/pra/SHELL/
Czech Republic,Deutsche Telekom AG,DTE,771.4,0.14%,"2,979.72B","3,781.50B",https://stockanalysis.com/quote/pra/DTE/
Czech Republic,Deutsche Bank Aktiengesellschaft,DBK,767.1,-2.09%,743.29B,"1,428.97B",https://stockanalysis.com/quote/pra/DBK/
Czech Republic,AB Volvo (publ),VOLVB,720.0,-,"1,106.78B","1,310.83B",https://stockanalysis.com/quote/pra/VOLVB/
Czech Republic,E.ON SE,EOAN,381.0,-0.21%,"2,070.28B","1,005.21B",https://stockanalysis.com/quote/pra/EOAN/
Czech Republic,Erste Group Bank AG,ERBAG,2050.0,-2.61%,268.89B,775.82B,https://stockanalysis.com/quote/pra/ERBAG/
Czech Republic,"CEZ, a. s.",CEZ,1311.0,0.23%,346.27B,702.15B,https://stockanalysis.com/quote/pra/CEZ/
Czech Republic,RWE Aktiengesellschaft,RWE,865.9,0.52%,570.22B,620.77B,https://stockanalysis.com/quote/pra/RWE/
Czech Republic,Orlen S.A.,PKN,456.4,-3.92%,"1,615.93B",536.84B,https://stockanalysis.com/quote/pra/PKN/
Czech Republic,VERBUND AG,VER,1556.0,-0.10%,207.67B,527.33B,https://stockanalysis.com/quote/pra/VER/
Czech Republic,Nokia Oyj,NOKIA,91.27,0.85%,475.70B,493.40B,https://stockanalysis.com/quote/pra/NOKIA/
Czech Republic,Gen Digital Inc.,GEN,643.0,-1.83%,88.34B,400.26B,https://stockanalysis.com/quote/pra/GEN/
Czech Republic,OMV Aktiengesellschaft,OMV,1178.0,-,799.17B,382.63B,https://stockanalysis.com/quote/pra/OMV/
Czech Republic,Raiffeisen Bank International AG,RBI,712.8,0.39%,216.30B,230.37B,https://stockanalysis.com/quote/pra/RBI/
Czech Republic,CTP N.V.,CTPNV,470.0,-,22.75B,222.31B,https://stockanalysis.com/quote/pra/CTPNV/
Czech Republic,Skanska AB (publ),SKAB,532.6,-,408.69B,215.49B,https://stockanalysis.com/quote/pra/SKAB/
Czech Republic,"Komercní banka, a.s.",KOMB,1032.0,-0.39%,38.03B,195.65B,https://stockanalysis.com/quote/pra/KOMB/
Czech Republic,KGHM Polska Miedz S.A.,KGH,763.4,-,206.20B,147.09B,https://stockanalysis.com/quote/pra/KGH/
Czech Republic,Vienna Insurance Group AG,VIG,1128.0,-0.35%,324.43B,145.13B,https://stockanalysis.com/quote/pra/VIG/
Czech Republic,Voestalpine AG,VOE,690.2,-1.88%,383.10B,119.33B,https://stockanalysis.com/quote/pra/VOE/
Hungary,OTP Bank Nyrt.,OTP,30010.0,-1.77%,"2,750.57B","8,191.24B",https://stockanalysis.com/quote/bud/OTP/
Hungary,Vienna Insurance Group AG,VIG,18300.0,1.11%,"5,243.96B","2,348.55B",https://stockanalysis.com/quote/bud/VIG/
Hungary,MBH Bank Nyrt,MBHBANK,5900.0,-2.32%,667.35B,"1,960.98B",https://stockanalysis.com/quote/bud/MBHBANK/
Hungary,Richter Gedeon Vegyészeti Gyár Nyilvánosan Muködo Rt.,RICHTER,10520.0,-1.50%,903.36B,"1,918.69B",https://stockanalysis.com/quote/bud/RICHTER/
Hungary,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,MOL,2966.0,0.75%,"9,129.82B","1,889.93B",https://stockanalysis.com/quote/bud/MOL/
Hungary,Magyar Telekom Távközlési Nyilvánosan Müködö Részvénytársaság,MTELEKOM,1954.0,-0.20%,985.57B,"1,730.77B",https://stockanalysis.com/quote/bud/MTELEKOM/
Hungary,4iG Nyrt.,4IG,2010.0,3.29%,704.00B,590.39B,https://stockanalysis.com/quote/bud/4IG/
Hungary,OPUS GLOBAL Nyrt.,OPUS,578.0,0.87%,600.40B,310.13B,https://stockanalysis.com/quote/bud/OPUS/
Hungary,ANY Biztonsági Nyomda Nyrt.,ANY,7940.0,-,74.47B,113.91B,https://stockanalysis.com/quote/bud/ANY/
Hungary,Budapesti Ingatlan Hasznosítási és Fejlesztési Nyrt.,BIF,413.0,-0.24%,13.39B,109.24B,https://stockanalysis.com/quote/bud/BIF/
Hungary,ALTEO Energy Services Public Limited Company,ALTEO,5320.0,-1.12%,107.72B,106.03B,https://stockanalysis.com/quote/bud/ALTEO/
Hungary,MBH Jelzálogbank Nyilvánosan Muködo Részvénytársaság,MBHJB,824.0,0.49%,10.34B,88.10B,https://stockanalysis.com/quote/bud/MBHJB/
Hungary,AutoWallis Nyilvánosan Muködo Részvénytársaság,AUTOWALLIS,162.0,-0.61%,438.86B,86.97B,https://stockanalysis.com/quote/bud/AUTOWALLIS/
Hungary,Waberer's International Nyrt.,WABERERS,5240.0,-0.38%,308.10B,84.53B,https://stockanalysis.com/quote/bud/WABERERS/
Hungary,Shopper Park Plus Nyilvánosan Muködo Részvénytársaság,SPLUS,12.0,-1.64%,13.52B,71.47B,https://stockanalysis.com/quote/bud/SPLUS/
Hungary,Zwack Unicum Likoripari és Kereskedelmi Nyilvánosan Muködo Részvénytársaság,ZWACK,31500.0,-,24.18B,63.00B,https://stockanalysis.com/quote/bud/ZWACK/
Hungary,Masterplast Nyrt.,MASTERPLAST,2800.0,-,53.85B,53.22B,https://stockanalysis.com/quote/bud/MASTERPLAST/
Hungary,Graphisoft Park SE Ingatlanfejleszto Európai Részvénytársaság,GSPARK,13.0,-,6.90B,52.06B,https://stockanalysis.com/quote/bud/GSPARK/
Hungary,Duna House Holding Nyrt.,DUNAHOUSE,1220.0,-0.81%,43.10B,40.53B,https://stockanalysis.com/quote/bud/DUNAHOUSE/
Hungary,Budapesti Értéktozsde Nyilvánosan Muködo Részvénytársaság,BET,7200.0,-,3.99B,38.98B,https://stockanalysis.com/quote/bud/BET/
Portugal,"EDP, S.A.",EDP,3.832,-0.75%,15.46B,15.96B,https://stockanalysis.com/quote/eli/EDP/
Portugal,"Jerónimo Martins, SGPS, S.A.",JMT,21.1,0.86%,34.56B,13.15B,https://stockanalysis.com/quote/eli/JMT/
Portugal,"Galp Energia, SGPS, S.A.",GALP,16.52,0.61%,20.35B,12.11B,https://stockanalysis.com/quote/eli/GALP/
Portugal,"Banco Comercial Português, S.A.",BCP,0.731,-1.00%,3.49B,11.00B,https://stockanalysis.com/quote/eli/BCP/
Portugal,"EDP Renováveis, S.A.",EDPR,10.31,-0.58%,2.16B,10.90B,https://stockanalysis.com/quote/eli/EDPR/
Portugal,"MERLIN Properties SOCIMI, S.A.",MRL,12.72,-0.16%,539.20M,7.23B,https://stockanalysis.com/quote/eli/MRL/
Portugal,"Sonae, SGPS, S.A.",SON,1.286,-0.46%,11.07B,2.50B,https://stockanalysis.com/quote/eli/SON/
Portugal,"The Navigator Company, S.A.",NVG,3.32,-0.12%,2.05B,2.36B,https://stockanalysis.com/quote/eli/NVG/
Portugal,"NOS, S.G.P.S., S.A.",NOS,3.885,-0.77%,1.76B,2.00B,https://stockanalysis.com/quote/eli/NOS/
Portugal,"REN - Redes Energéticas Nacionais, SGPS, S.A.",RENE,2.98,0.17%,1.02B,1.98B,https://stockanalysis.com/quote/eli/RENE/
Portugal,"Mota-Engil, SGPS, S.A.",EGL,5.0,5.09%,5.96B,1.43B,https://stockanalysis.com/quote/eli/EGL/
Portugal,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.",SEM,17.8,-0.34%,2.86B,1.43B,https://stockanalysis.com/quote/eli/SEM/
Portugal,"Altri, SGPS, S.A.",ALTR,5.03,0.20%,748.20M,1.03B,https://stockanalysis.com/quote/eli/ALTR/
Portugal,"Corticeira Amorim, S.G.P.S., S.A.",COR,7.57,-0.53%,911.46M,1.01B,https://stockanalysis.com/quote/eli/COR/
Portugal,"CTT - Correios De Portugal, S.A.",CTT,7.35,-1.08%,1.26B,999.83M,https://stockanalysis.com/quote/eli/CTT/
Portugal,"Sonaecom, SGPS, S.A.",SNC,2.98,-0.67%,19.84M,917.31M,https://stockanalysis.com/quote/eli/SNC/
Portugal,"Ibersol, S.G.P.S., S.A.",IBS,9.62,-1.43%,491.82M,393.50M,https://stockanalysis.com/quote/eli/IBS/
Portugal,"Novabase S.G.P.S., S.A.",NBA,7.9,-,129.61M,296.42M,https://stockanalysis.com/quote/eli/NBA/
Portugal,"Martifer SGPS, S.A.",MAR,2.3,0.43%,264.52M,224.90M,https://stockanalysis.com/quote/eli/MAR/
Portugal,"Toyota Caetano Portugal, S.A.",SCT,6.35,-,665.46M,222.25M,https://stockanalysis.com/quote/eli/SCT/
Cyprus,Bank of Cyprus Holdings Public Limited Company,BOCH,7.74,-1.02%,1.02B,3.37B,https://stockanalysis.com/quote/cys/BOCH/
Cyprus,Demetra Holdings Plc,DEM,1.69,0.60%,102.09M,338.00M,https://stockanalysis.com/quote/cys/DEM/
Cyprus,Logicom Public Limited,LOG,4.38,2.82%,1.03B,324.47M,https://stockanalysis.com/quote/cys/LOG/
Cyprus,Vassiliko Cement Works Public Company Ltd,VCW,4.4,2.33%,149.65M,316.52M,https://stockanalysis.com/quote/cys/VCW/
Cyprus,The Cyprus Cement Public Company Limited,CCC,1.56,-,568.00K,213.97M,https://stockanalysis.com/quote/cys/CCC/
Cyprus,Salamis Tours (Holdings) Public Limited,SAL,4.4,10.00%,93.27M,160.73M,https://stockanalysis.com/quote/cys/SAL/
Cyprus,KEO plc,KEO,2.82,-,75.33M,121.48M,https://stockanalysis.com/quote/cys/KEO/
Cyprus,Petrolina (Holdings) Public Ltd,PHL,1.25,-,473.70M,109.38M,https://stockanalysis.com/quote/cys/PHL/
Cyprus,Atlantic Insurance Company Public Limited,ATL,2.62,-,30.62M,102.03M,https://stockanalysis.com/quote/cys/ATL/
Cyprus,Pandora Investments Public Limited,PND,0.236,1.72%,70.23M,96.77M,https://stockanalysis.com/quote/cys/PND/
Cyprus,IDNA Genomics Public Ltd,IDNA,28.0,-0.71%,478.15K,77.29M,https://stockanalysis.com/quote/cys/IDNA/
Cyprus,K + G Complex Public Company Limited,KG,0.515,-,-,70.08M,https://stockanalysis.com/quote/cys/KG/
Cyprus,Woolworth (Cyprus) Properties Plc,FWW,0.274,3.01%,1.55M,58.55M,https://stockanalysis.com/quote/cys/FWW/
Cyprus,Louis plc,LUI,0.123,1.65%,128.07M,56.65M,https://stockanalysis.com/quote/cys/LUI/
Cyprus,Lordos Hotels (Holdings) Public Limited,LHH,1.4,0.72%,24.39M,49.01M,https://stockanalysis.com/quote/cys/LHH/
Cyprus,Alkis H. Hadjikyriacos (Frou Frou Biscuits) Public Ltd.,FBI,0.456,-,24.39M,45.08M,https://stockanalysis.com/quote/cys/FBI/
Cyprus,Constantinou Bros Hotels Public Company Limited,CBH,0.208,-,62.50M,36.64M,https://stockanalysis.com/quote/cys/CBH/
Cyprus,Leptos Calypso Hotels Public Limited,LCH,0.24,-,35.42M,30.96M,https://stockanalysis.com/quote/cys/LCH/
Cyprus,Cyprus Trading Corporation Plc,CTC,0.27,-3.57%,339.93M,25.17M,https://stockanalysis.com/quote/cys/CTC/
Cyprus,Blue Island Plc,BLUE,1.55,-1.90%,36.70M,23.93M,https://stockanalysis.com/quote/cys/BLUE/
Iceland,JBT Marel Corporation,JBTM,17700.0,-1.67%,328.14B,925.76B,https://stockanalysis.com/quote/ice/JBTM/
Iceland,Alvotech,ALVO,1000.0,-0.50%,68.10B,309.64B,https://stockanalysis.com/quote/ice/ALVO/
Iceland,Arion banki hf.,ARION,174.5,0.29%,70.53B,241.38B,https://stockanalysis.com/quote/ice/ARION/
Iceland,Íslandsbanki hf.,ISB,123.0,-0.81%,65.46B,228.96B,https://stockanalysis.com/quote/ice/ISB/
Iceland,Sildarvinnslan Hf.,SVN,74.0,0.68%,43.04B,136.59B,https://stockanalysis.com/quote/ice/SVN/
Iceland,Hagar hf,HAGA,106.0,-,184.39B,116.39B,https://stockanalysis.com/quote/ice/HAGA/
Iceland,Brim hf.,BRIM,59.0,-0.85%,56.53B,113.60B,https://stockanalysis.com/quote/ice/BRIM/
Iceland,Oculis Holding AG,OCS,2130.0,-0.93%,116.31M,111.70B,https://stockanalysis.com/quote/ice/OCS/
Iceland,Ísfélag hf.,ISF,118.0,-,-,95.78B,https://stockanalysis.com/quote/ice/ISF/
Iceland,Festi hf.,FESTI,298.0,-0.50%,167.57B,92.75B,https://stockanalysis.com/quote/ice/FESTI/
Iceland,Kvika banki hf.,KVIKA,17.4,-1.69%,18.12B,78.18B,https://stockanalysis.com/quote/ice/KVIKA/
Iceland,Hampiðjan hf.,HAMP,123.0,-,47.42B,76.94B,https://stockanalysis.com/quote/ice/HAMP/
Iceland,Reitir fasteignafélag hf.,REITIR,111.0,0.91%,17.28B,76.67B,https://stockanalysis.com/quote/ice/REITIR/
Iceland,Heimar hf.,HEIMAR,36.4,-1.62%,15.88B,73.75B,https://stockanalysis.com/quote/ice/HEIMAR/
Iceland,Eimskipafélag Íslands hf.,EIM,330.0,-1.20%,120.51B,54.77B,https://stockanalysis.com/quote/ice/EIM/
Iceland,Ölgerðin Egill Skallagrímsson hf.,OLGERD,18.3,-,34.03B,52.42B,https://stockanalysis.com/quote/ice/OLGERD/
Iceland,Sjóvá-Almennar tryggingar hf.,SJOVA,42.4,-0.93%,36.28B,49.50B,https://stockanalysis.com/quote/ice/SJOVA/
Iceland,Amaroq Ltd.,AMRQ,107.0,-2.73%,305.84M,47.34B,https://stockanalysis.com/quote/ice/AMRQ/
Iceland,Eik fasteignafélag hf.,EIK,13.8,1.47%,11.09B,46.27B,https://stockanalysis.com/quote/ice/EIK/
Iceland,Icelandair Group hf.,ICEAIR,1.0,-0.50%,199.78B,41.33B,https://stockanalysis.com/quote/ice/ICEAIR/
Namibia,Anglo American plc,ANM,527.1,2.45%,473.32B,566.70B,https://stockanalysis.com/quote/nmse/ANM/
Namibia,FirstRand Limited,FST,75.31,0.66%,129.49B,421.32B,https://stockanalysis.com/quote/nmse/FST/
Namibia,Standard Bank Group Limited,SNB,248.39,0.65%,172.63B,402.12B,https://stockanalysis.com/quote/nmse/SNB/
Namibia,Sanlam Limited,SLA,90.31,1.09%,204.06B,188.52B,https://stockanalysis.com/quote/nmse/SLA/
Namibia,Shoprite Holdings Ltd,SRH,269.35,0.64%,251.91B,145.57B,https://stockanalysis.com/quote/nmse/SRH/
Namibia,Investec Group,IVD,130.81,-2.26%,47.37B,110.63B,https://stockanalysis.com/quote/nmse/IVD/
Namibia,Nedbank Group Limited,NBK,224.38,0.17%,67.02B,104.42B,https://stockanalysis.com/quote/nmse/NBK/
Namibia,B2Gold Corp.,B2G,69.89,0.47%,38.57B,95.25B,https://stockanalysis.com/quote/nmse/B2G/
Namibia,Old Mutual Limited,OMM,14.0,-0.99%,104.60B,59.76B,https://stockanalysis.com/quote/nmse/OMM/
Namibia,Santam Ltd,SNM,440.37,0.45%,47.16B,47.95B,https://stockanalysis.com/quote/nmse/SNM/
Namibia,Momentum Group Limited,MMT,35.97,-0.22%,59.99B,45.87B,https://stockanalysis.com/quote/nmse/MMT/
Namibia,Paladin Energy Ltd,PDN,75.24,4.38%,3.15B,34.46B,https://stockanalysis.com/quote/nmse/PDN/
Namibia,PSG Financial Services Limited,KFS,22.81,-2.10%,8.79B,28.06B,https://stockanalysis.com/quote/nmse/KFS/
Namibia,Vukile Property Fund Limited,VKN,21.5,-1.24%,4.71B,26.76B,https://stockanalysis.com/quote/nmse/VKN/
Namibia,Truworths International Limited,TRW,64.72,1.13%,20.95B,24.27B,https://stockanalysis.com/quote/nmse/TRW/
Namibia,Deep Yellow Limited,DYL,20.28,4.59%,11.78K,19.13B,https://stockanalysis.com/quote/nmse/DYL/
Namibia,FirstRand Namibia Limited,FNB,51.55,-,5.36B,13.62B,https://stockanalysis.com/quote/nmse/FNB/
Namibia,Capricorn Group Limited,CGP,22.05,0.05%,5.33B,11.18B,https://stockanalysis.com/quote/nmse/CGP/
Namibia,Bannerman Energy Ltd,BMN,32.31,1.86%,-,6.47B,https://stockanalysis.com/quote/nmse/BMN/
Namibia,Mobile Telecommunications Limited,MOC,8.56,-,3.25B,6.42B,https://stockanalysis.com/quote/nmse/MOC/
Malta,Bank of Valletta p.l.c.,BOV,1.97,3.68%,518.45M,1.27B,https://stockanalysis.com/quote/mse/BOV/
Malta,Malta International Airport p.l.c.,MIA,6.0,-,142.87M,811.80M,https://stockanalysis.com/quote/mse/MIA/
Malta,HSBC Bank Malta p.l.c.,HSB,1.4,-,249.65M,504.43M,https://stockanalysis.com/quote/mse/HSB/
Malta,International Hotel Investments p.l.c.,IHI,0.46,2.22%,306.79M,283.22M,https://stockanalysis.com/quote/mse/IHI/
Malta,GO p.l.c.,GO,2.6,-,255.27M,263.41M,https://stockanalysis.com/quote/mse/GO/
Malta,Simonds Farsons Cisk plc,SFC,5.95,-3.25%,101.80M,214.20M,https://stockanalysis.com/quote/mse/SFC/
Malta,APS Bank plc,APS,0.55,-,78.97M,209.87M,https://stockanalysis.com/quote/mse/APS/
Malta,PG p.l.c.,PG,1.9,-,198.56M,205.20M,https://stockanalysis.com/quote/mse/PG/
Malta,MAPFRE Middlesea p.l.c.,MMS,1.34,4.69%,164.26M,123.28M,https://stockanalysis.com/quote/mse/MMS/
Malta,Lombard Bank Malta p.l.c.,LOM,0.7,-,75.38M,108.20M,https://stockanalysis.com/quote/mse/LOM/
Malta,Malita Investments p.l.c.,MLT,0.494,-,29.00M,102.85M,https://stockanalysis.com/quote/mse/MLT/
Malta,AX Real Estate p.l.c.,AXR,0.348,-,19.87M,100.41M,https://stockanalysis.com/quote/mse/AXR/
Malta,Hili Properties p.l.c.,HLI,0.24,-,15.84M,96.21M,https://stockanalysis.com/quote/mse/HLI/
Malta,RS2 p.l.c.,RS2,0.35,-,41.16M,76.44M,https://stockanalysis.com/quote/mse/RS2/
Malta,FIMBank p.l.c.,FIM,0.149,-,47.30M,66.70M,https://stockanalysis.com/quote/mse/FIM/
Malta,BMIT Technologies p.l.c.,BMIT,0.314,-,35.21M,66.44M,https://stockanalysis.com/quote/mse/BMIT/
Malta,MedservRegis p.l.c.,MDS,0.42,-,70.01M,42.69M,https://stockanalysis.com/quote/mse/MDS/
Malta,Trident Estates plc,TRI,1.01,-6.48%,5.52M,42.42M,https://stockanalysis.com/quote/mse/TRI/
Malta,MIDI p.l.c.,MDI,0.18,-5.26%,3.35M,38.55M,https://stockanalysis.com/quote/mse/MDI/
Malta,MaltaPost p.l.c.,MTP,0.446,-,40.75M,35.83M,https://stockanalysis.com/quote/mse/MTP/
Bahrain,Kuwait Finance House K.S.C.P.,KFH,2.6,-,1.98B,16.33B,https://stockanalysis.com/quote/bax/KFH/
Bahrain,Aluminium Bahrain B.S.C.,ALBH,0.875,-0.57%,1.72B,1.25B,https://stockanalysis.com/quote/bax/ALBH/
Bahrain,National Bank of Bahrain B.S.C.,NBB,0.504,-0.40%,187.40M,1.14B,https://stockanalysis.com/quote/bax/NBB/
Bahrain,Bank of Bahrain and Kuwait B.S.C.,BBK,0.505,-0.79%,148.20M,910.68M,https://stockanalysis.com/quote/bax/BBK/
Bahrain,Beyon B.S.C.,BEYON,0.488,-,479.90M,806.45M,https://stockanalysis.com/quote/bax/BEYON/
Bahrain,Al Salam Bank B.S.C.,SALAM,0.229,-0.44%,342.47M,654.62M,https://stockanalysis.com/quote/bax/SALAM/
Bahrain,GFH Financial Group BSC,GFH,0.37,0.08%,333.08M,575.10M,https://stockanalysis.com/quote/bax/GFH/
Bahrain,Arab Banking Corporation (B.S.C.),ABC,0.35,-0.29%,459.54M,408.33M,https://stockanalysis.com/quote/bax/ABC/
Bahrain,APM Terminals Bahrain B.S.C.,APMTB,1.1,-,39.38M,99.00M,https://stockanalysis.com/quote/bax/APMTB/
Bahrain,Khaleeji Bank B.S.C.,KHALEEJI,0.085,-,51.89M,90.96M,https://stockanalysis.com/quote/bax/KHALEEJI/
Bahrain,Bahrain Islamic Bank B.S.C.,BISB,0.082,-4.65%,52.80M,86.77M,https://stockanalysis.com/quote/bax/BISB/
Bahrain,Solidarity Bahrain B.S.C.,SOLID,0.44,2.33%,61.07M,73.07M,https://stockanalysis.com/quote/bax/SOLID/
Bahrain,Arab Insurance Group (B.S.C.),ARIG,0.92,-,5.55M,70.23M,https://stockanalysis.com/quote/bax/ARIG/
Bahrain,Bahrain National Holding Company B.S.C.,BNH,0.55,-,1.70M,65.22M,https://stockanalysis.com/quote/bax/BNH/
Bahrain,BMMI B.S.C.,BMMI,0.4,-,103.47M,56.94M,https://stockanalysis.com/quote/bax/BMMI/
Bahrain,Bahrain Duty Free Shop Complex BSC,DUTYF,0.408,-2.86%,5.57M,56.91M,https://stockanalysis.com/quote/bax/DUTYF/
Bahrain,Bahrain Kuwait Insurance Company B.S.C.,BKIC,0.375,-,55.31M,55.38M,https://stockanalysis.com/quote/bax/BKIC/
Bahrain,Seef Properties B.S.C.,SEEF,0.122,0.83%,14.55M,55.36M,https://stockanalysis.com/quote/bax/SEEF/
Bahrain,Bahrain Commercial Facilities Company BSC,BCFC,0.23,-9.80%,58.06M,46.33M,https://stockanalysis.com/quote/bax/BCFC/
Bahrain,Zain Bahrain B.S.C.,ZAINBH,0.118,-,80.04M,42.94M,https://stockanalysis.com/quote/bax/ZAINBH/
Estonia,AS LHV Group,LHV1T,3.53,-,311.94M,1.14B,https://stockanalysis.com/quote/tal/LHV1T/
Estonia,AS Infortar,INF1T,47.3,-1.05%,1.75B,966.98M,https://stockanalysis.com/quote/tal/INF1T/
Estonia,AS Merko Ehitus,MRK1T,29.95,0.67%,503.36M,531.89M,https://stockanalysis.com/quote/tal/MRK1T/
Estonia,AS Tallink Grupp,TAL1T,0.613,0.33%,759.60M,455.81M,https://stockanalysis.com/quote/tal/TAL1T/
Estonia,TKM Grupp AS,TKM1T,9.25,0.11%,933.52M,376.75M,https://stockanalysis.com/quote/tal/TKM1T/
Estonia,AS Tallinna Sadam,TSM1T,1.198,-,117.87M,314.55M,https://stockanalysis.com/quote/tal/TSM1T/
Estonia,AS Tallinna Vesi,TVE1T,10.65,0.47%,68.95M,213.00M,https://stockanalysis.com/quote/tal/TVE1T/
Estonia,Coop Pank AS,CPA1T,1.922,0.21%,76.36M,199.23M,https://stockanalysis.com/quote/tal/CPA1T/
Estonia,AS Harju Elekter,HAE1T,4.69,-0.21%,154.63M,86.89M,https://stockanalysis.com/quote/tal/HAE1T/
Estonia,AS Pro Kapital Grupp,PKG1T,1.36,-0.73%,39.77M,77.10M,https://stockanalysis.com/quote/tal/PKG1T/
Estonia,AS Silvano Fashion Group,SFG1T,1.35,-,56.18M,48.78M,https://stockanalysis.com/quote/tal/SFG1T/
Estonia,J. Molner AS,MOLNR,26.6,-6.99%,-,45.52M,https://stockanalysis.com/quote/tal/MOLNR/
Estonia,AS Ekspress Grupp,EEG1T,1.025,-,78.75M,31.73M,https://stockanalysis.com/quote/tal/EEG1T/
Estonia,Arco Vara AS,ARC1T,1.765,-0.56%,8.64M,30.74M,https://stockanalysis.com/quote/tal/ARC1T/
Estonia,Hepsor AS,HPR1T,6.58,-,53.04M,25.74M,https://stockanalysis.com/quote/tal/HPR1T/
Estonia,Nordecon AS,NCN1T,0.693,-0.29%,201.62M,21.85M,https://stockanalysis.com/quote/tal/NCN1T/
Estonia,TextMagic AS,MAGIC,2.15,-0.46%,14.66M,18.43M,https://stockanalysis.com/quote/tal/MAGIC/
Estonia,AS Modera,MODE,5.0,-,3.64M,9.81M,https://stockanalysis.com/quote/tal/MODE/
Estonia,aktsiaselts Linda Nektar,LINDA,5.6,-,2.93M,9.01M,https://stockanalysis.com/quote/tal/LINDA/
Estonia,Airobot Technologies AS,AIR,2.0,-0.99%,1.32M,5.02M,https://stockanalysis.com/quote/tal/AIR/
Tanzania,NMB Bank Plc,NMB,8340.0,0.24%,"1,641.75B","4,170.00B",https://stockanalysis.com/quote/dar/NMB/
Tanzania,CRDB Bank Plc,CRDB,1280.0,4.07%,"1,694.97B","3,343.15B",https://stockanalysis.com/quote/dar/CRDB/
Tanzania,KCB Group PLC,KCB,1140.0,-,"3,605.68B","3,329.06B",https://stockanalysis.com/quote/dar/KCB/
Tanzania,East African Breweries PLC,EABL,2140.0,-3.60%,"2,602.32B","3,267.13B",https://stockanalysis.com/quote/dar/EABL/
Tanzania,Tanzania Breweries Public Limited Company,TBL,7740.0,-0.13%,987.31B,"2,238.08B",https://stockanalysis.com/quote/dar/TBL/
Tanzania,Tanzania Cigarette Public Limited Company,TCC,14210.0,-,492.69B,"1,421.00B",https://stockanalysis.com/quote/dar/TCC/
Tanzania,Vodacom Tanzania Public Limited Company,VODA,580.0,-,"1,627.41B","1,299.20B",https://stockanalysis.com/quote/dar/VODA/
Tanzania,Tanzania Portland Cement Public Limited Company,TPCC,5420.0,1.31%,418.03B,975.18B,https://stockanalysis.com/quote/dar/TPCC/
Tanzania,Kenya Airways Plc,KA,80.0,-,"3,495.09B",438.00B,https://stockanalysis.com/quote/dar/KA/
Tanzania,Jubilee Holdings Limited,JHL,6000.0,-,566.60B,402.99B,https://stockanalysis.com/quote/dar/JHL/
Tanzania,Tanga Cement Public Limited Company,TCCL,2370.0,0.42%,230.85B,149.23B,https://stockanalysis.com/quote/dar/TCCL/
